shot,shot_position,Cycle time,Clamping force,Peak value plasticizing screw,Transfer volume,Maximum injection pressure,Transfer injection pressure,Injection time,Cushion mass,Dosing time,Cylinder heating zone 1,Cylinder heating zone 2,Cylinder heating zone 3,Cylinder heating zone 4,Cylinder heating zone 5,Nozzle temperature,Mold protection time,Material,Product_Goodness
727,1,15.53400,799.38428,1.08200,28.24119,708.46710,708.46710,0.36000,20.10165,1.97600,190.00000,195.10001,199.80000,205.00000,210.00000,42.20000,0.66400,2,0
728,1,15.49400,799.56873,1.16800,28.24119,714.58716,714.58716,0.36000,20.10165,1.97400,190.00000,195.00000,199.80000,205.00000,210.00000,42.20000,0.66200,2,1
729,1,15.39400,799.56873,1.20600,28.24119,713.22717,713.22717,0.36000,20.05578,1.98800,189.80000,195.10001,199.80000,205.00000,210.00000,42.20000,0.66400,2,0
730,1,15.55600,799.38428,1.08800,28.24119,707.30139,707.30139,0.36000,20.03030,1.98200,190.00000,194.80000,199.80000,205.00000,210.00000,42.20000,0.66600,2,0
731,1,15.53400,799.19983,0.94600,28.24119,704.09564,704.09564,0.36000,20.12204,1.98800,189.80000,194.80000,199.80000,205.00000,210.00000,42.20000,0.66600,2,0
732,1,15.49400,799.19983,0.87600,28.24119,712.64429,712.64429,0.36000,20.11695,1.97800,190.00000,194.80000,200.00000,205.00000,209.80000,42.40000,0.66200,2,1
733,1,15.39600,799.38428,1.34000,28.24119,711.47858,711.47858,0.36000,20.10675,1.97200,190.00000,194.80000,199.80000,205.00000,210.00000,42.50000,0.66600,2,1
734,1,15.55600,799.38428,0.91400,28.24119,713.51855,713.51855,0.36000,20.11185,1.97800,189.80000,194.80000,200.00000,205.00000,210.00000,42.50000,0.66600,2,0
735,1,15.53400,799.38428,1.28000,28.24119,705.74713,705.74713,0.36000,20.11695,1.97600,190.10001,194.80000,200.00000,205.00000,210.00000,42.50000,0.66400,2,1
736,1,15.49400,799.19983,1.02200,28.24119,707.49567,707.49567,0.36000,20.10165,1.98200,190.10001,194.80000,199.80000,205.00000,209.80000,42.50000,0.66400,2,1
737,1,15.39600,799.01538,0.89800,28.24119,703.22137,703.22137,0.36000,20.10675,1.96600,190.00000,194.60001,199.80000,204.80000,209.80000,42.50000,0.66400,2,0
738,1,15.55600,799.38428,1.17000,28.24119,709.14709,709.14709,0.36000,20.12204,1.96400,190.00000,195.00000,199.80000,204.80000,209.80000,42.50000,0.66200,2,1
739,1,15.53400,799.38428,0.97600,28.24119,707.30139,707.30139,0.36000,20.12204,1.97000,189.80000,195.00000,200.00000,204.80000,209.80000,42.70000,0.66400,2,1
740,1,15.49400,799.19983,0.97400,28.24119,703.41565,703.41565,0.36000,20.05069,1.98000,189.60001,194.80000,199.80000,205.00000,209.80000,42.70000,0.66400,2,0
741,1,15.39600,799.19983,0.89000,28.24119,705.55280,705.55280,0.36000,20.05069,1.98600,189.60001,194.80000,199.80000,205.00000,209.80000,42.70000,0.66400,2,1
742,1,15.55600,799.19983,0.97800,28.24119,708.95282,708.95282,0.36000,20.12204,1.96400,189.60001,195.00000,200.00000,205.00000,209.80000,42.90000,0.66400,2,1
743,1,15.53400,799.01538,0.95000,28.24119,705.45569,705.45569,0.36000,20.06598,1.96600,189.80000,195.10001,200.00000,205.00000,209.80000,43.00000,0.66400,2,0
744,1,15.49400,799.19983,1.07000,28.24119,713.61572,713.61572,0.36000,20.11695,1.97800,190.00000,195.30000,200.10001,205.00000,210.00000,43.00000,0.66800,2,1
745,1,15.39600,799.19983,1.55200,28.24119,705.26141,705.26141,0.36000,20.10675,1.97000,190.00000,195.60001,200.10001,205.00000,209.80000,43.20000,0.66600,2,1
746,1,15.55600,799.19983,0.84400,28.24119,714.39288,714.39288,0.36000,20.05578,1.96800,190.10001,195.60001,200.10001,205.00000,209.80000,43.20000,0.66200,2,1
747,1,15.53400,799.38428,0.97800,28.24119,709.82715,709.82715,0.36000,20.08127,1.98400,190.10001,195.50000,200.00000,205.00000,209.80000,43.20000,0.66400,2,0
748,1,15.49400,799.19983,0.94200,28.24119,703.70709,703.70709,0.36000,20.08636,1.98400,190.10001,195.50000,200.10001,205.00000,209.80000,43.20000,0.66000,2,0
749,1,15.39600,799.19983,0.86800,28.24119,708.27283,708.27283,0.36000,20.09656,1.97400,190.10001,195.30000,200.00000,205.00000,209.80000,43.20000,0.66600,2,1
750,1,15.55600,799.19983,0.88000,28.24119,715.36432,715.36432,0.36000,20.08636,1.97200,190.00000,195.10001,199.80000,205.00000,209.80000,43.40000,0.66400,2,1
751,1,15.53400,799.38428,1.28200,28.24119,712.74146,712.74146,0.36000,20.09146,1.97800,190.00000,195.10001,199.80000,205.00000,209.80000,43.40000,0.66600,2,0
752,1,15.49600,799.38428,1.05200,28.24119,707.88428,707.88428,0.36000,20.11185,1.96400,190.10001,195.10001,199.80000,204.80000,209.80000,43.40000,0.66600,2,1
753,1,15.39600,799.38428,0.93400,28.24119,710.31287,710.31287,0.36000,20.13224,1.97800,190.10001,195.10001,199.60001,204.80000,209.80000,43.40000,0.66200,2,1
754,1,15.55400,799.19983,1.26400,28.24119,706.91284,706.91284,0.36000,20.04049,1.98400,190.10001,195.00000,199.80000,204.80000,209.80000,43.50000,0.66200,2,1
755,1,15.53400,799.01538,1.04800,28.24119,705.74713,705.74713,0.36000,20.12204,1.99200,190.10001,195.00000,199.80000,204.80000,209.80000,43.50000,0.66200,2,1
756,1,15.49400,799.19983,1.02000,28.24119,708.46710,708.46710,0.36000,20.07617,1.99600,190.10001,195.00000,199.80000,205.00000,210.00000,43.50000,0.66400,2,1
757,1,15.39600,799.01538,1.13400,28.24119,704.96997,704.96997,0.36000,20.07617,1.98000,190.30000,195.00000,200.00000,205.00000,210.00000,43.50000,0.66400,2,0
758,1,15.55600,799.19983,0.95600,28.24119,714.97571,714.97571,0.36000,20.11185,1.98600,190.10001,194.80000,200.10001,205.00000,210.00000,43.70000,0.66200,2,0
759,1,15.53400,799.19983,0.93200,28.24119,710.99286,710.99286,0.36000,20.07617,1.98800,189.80000,194.60001,200.00000,205.00000,209.80000,43.50000,0.66200,2,1
760,1,15.49400,799.01538,0.84600,28.24119,704.87280,704.87280,0.36000,20.11695,1.97400,189.80000,195.00000,199.80000,205.00000,209.80000,43.70000,0.66600,2,1
761,1,15.39600,799.19983,1.05200,28.24119,711.18713,711.18713,0.36000,20.16282,1.98400,189.80000,195.10001,200.00000,205.00000,209.80000,43.70000,0.66200,2,1
762,1,15.55600,799.01538,1.02800,28.24119,702.83282,702.83282,0.36000,20.12204,1.96000,189.80000,195.10001,199.80000,205.00000,209.80000,43.70000,0.66600,2,1
763,1,15.53400,799.19983,0.93000,28.24119,717.11292,717.11292,0.36000,20.12204,1.97000,189.80000,195.10001,199.80000,204.80000,209.80000,43.70000,0.66400,2,1
764,1,15.49400,799.38428,1.09400,28.24119,708.46710,708.46710,0.36000,20.11185,1.96600,189.80000,195.10001,199.80000,204.80000,209.80000,43.90000,0.66400,2,1
765,1,15.39600,799.56873,0.96000,28.24119,710.99286,710.99286,0.36000,20.14753,1.97200,190.00000,195.00000,199.80000,204.80000,209.80000,43.90000,0.66600,2,0
766,1,15.55400,799.19983,0.88400,28.24119,708.85571,708.85571,0.36000,20.10675,1.98000,190.00000,195.00000,200.00000,205.00000,210.00000,44.00000,0.66600,2,0
767,1,15.53400,799.01538,0.88600,28.24119,715.07288,714.87860,0.36000,20.16282,1.98800,190.00000,194.80000,200.00000,205.00000,209.80000,44.00000,0.66400,2,1
768,1,15.49400,799.19983,0.88400,28.24119,710.21570,710.21570,0.36000,20.09146,1.97400,190.10001,194.80000,199.80000,205.00000,210.00000,44.20000,0.66600,2,1
769,1,15.39600,799.19983,0.98800,28.24119,709.14709,709.14709,0.36000,20.10165,1.98600,190.10001,195.00000,199.80000,205.00000,210.00000,44.20000,0.66000,2,0
770,1,15.55600,799.19983,1.29800,28.24119,714.87860,714.78143,0.36000,20.12714,1.98200,190.10001,195.00000,199.80000,205.00000,210.00000,44.20000,0.66600,2,0
771,1,15.53400,799.19983,0.89600,28.24119,697.00421,697.00421,0.36000,20.09146,1.97400,190.10001,194.60001,199.80000,205.00000,210.00000,44.20000,0.66600,2,1
772,1,15.49400,799.19983,0.89400,28.24119,706.42712,706.42712,0.36000,20.09146,1.98400,190.00000,194.60001,199.80000,205.00000,209.80000,44.20000,0.66800,2,0
773,1,15.39600,799.19983,1.00000,28.24119,708.66138,708.66138,0.36000,20.08636,1.96800,189.80000,194.80000,199.80000,205.00000,210.00000,44.20000,0.66400,2,0
774,1,15.55800,799.19983,1.27800,28.24119,716.91858,716.91858,0.36000,20.09656,1.99600,189.80000,195.00000,200.10001,205.00000,210.00000,44.20000,0.66400,2,0
775,1,15.53400,799.19983,0.92800,28.24119,717.40430,717.40430,0.36000,20.11695,1.99200,189.80000,195.00000,200.00000,205.00000,210.00000,44.40000,0.66200,2,1
776,1,15.49400,799.38428,1.28800,28.24119,711.86713,711.67285,0.36000,20.10675,1.98200,189.80000,195.10001,200.00000,205.00000,210.00000,44.20000,0.66400,2,0
777,1,15.39600,799.01538,0.88400,28.24119,713.71289,713.71289,0.36000,20.11185,1.98000,190.00000,195.30000,200.00000,205.00000,209.80000,44.40000,0.66200,2,0
502,2,15.55800,800.85986,0.62800,28.24119,567.70630,567.70630,0.36000,19.96404,1.92400,187.50000,193.30000,199.50000,204.80000,209.80000,44.20000,0.66400,2,1
503,2,15.54000,800.67542,0.78200,28.24119,600.05505,600.05505,0.36000,19.95385,1.92800,187.10001,192.60001,199.10001,204.80000,209.80000,43.90000,0.66600,2,1
504,2,15.49600,800.67542,0.68200,28.24119,623.95233,623.95233,0.36000,19.98443,1.94600,187.10001,191.80000,198.80000,204.80000,209.80000,43.50000,0.66000,2,1
505,2,15.39600,800.49097,0.67800,28.24119,638.91241,638.91241,0.36000,20.00482,1.97200,187.00000,191.30000,198.50000,205.00000,209.80000,43.40000,0.66200,2,1
506,2,15.56000,800.67542,0.68400,28.24119,649.50104,649.50104,0.36000,20.06088,1.99200,187.00000,190.60001,198.10001,205.00000,209.80000,43.00000,0.66400,2,1
507,2,15.53400,800.67542,0.69200,28.24119,640.07813,640.07813,0.36000,20.13224,1.98800,187.00000,190.50000,198.10001,205.00000,210.00000,42.90000,0.66400,2,1
508,2,15.49600,800.85986,0.69000,28.24119,647.26672,647.26672,0.36000,20.19340,1.99400,187.10001,190.50000,198.10001,204.80000,209.80000,42.50000,0.66200,2,1
509,2,15.39600,800.85986,0.61000,28.24119,647.36389,647.36389,0.36000,20.16791,2.00000,187.10001,190.60001,198.10001,204.80000,210.00000,42.20000,0.66400,2,1
510,2,15.55600,800.85986,0.69800,28.24119,652.70679,652.70679,0.36000,20.14753,2.00400,187.10001,191.00000,198.10001,204.80000,209.80000,41.90000,0.66200,2,1
511,2,15.53400,801.04431,0.74400,28.24119,661.44971,661.44971,0.36000,20.16791,2.01400,187.10001,191.30000,198.30000,204.80000,209.80000,41.70000,0.66600,2,1
512,2,15.49400,801.22870,0.97600,28.24119,669.31830,669.31830,0.36000,20.14243,2.00600,187.30000,191.30000,198.50000,204.80000,210.00000,41.20000,0.66600,2,1
513,2,15.39600,801.22870,0.79200,28.24119,669.02686,669.02686,0.36000,20.14243,1.99800,187.30000,191.60001,198.50000,204.80000,210.00000,41.20000,0.66600,2,1
514,2,15.55600,801.22870,1.36200,28.24119,670.58118,670.58118,0.36000,20.16282,2.02200,187.30000,192.00000,198.60001,204.80000,210.00000,41.00000,0.66600,2,1
515,2,15.53400,801.22870,0.74400,28.24119,666.20972,666.20972,0.36000,20.17301,2.01000,187.30000,192.10001,198.50000,205.00000,210.00000,40.70000,0.66200,2,1
516,2,15.49400,801.04431,0.82000,28.24119,667.76404,667.76404,0.36000,20.17301,1.99200,187.30000,192.50000,198.60001,205.00000,210.00000,40.50000,0.66200,2,1
517,2,15.39600,801.41315,0.82200,28.24119,670.58118,670.58118,0.36000,20.18320,1.99200,187.10001,192.50000,198.60001,205.00000,210.00000,40.40000,0.66600,2,1
518,2,15.55600,801.41315,0.88000,28.24119,663.00397,663.00397,0.36000,20.12714,2.00800,187.30000,192.30000,198.50000,205.00000,210.00000,40.20000,0.66400,2,1
519,2,15.53400,801.41315,0.70600,28.24119,664.84973,664.84973,0.36000,20.12204,1.98800,187.50000,192.60001,198.60001,204.80000,210.00000,40.20000,0.66200,2,1
520,2,15.49400,801.41315,0.75800,28.24119,667.27832,667.27832,0.36000,20.18830,1.99400,187.60001,192.80000,198.80000,204.80000,210.00000,40.00000,0.65800,2,1
521,2,15.39600,801.59760,0.83000,28.24119,663.68402,663.68402,0.36000,20.14753,1.99200,187.80000,192.60001,198.80000,204.80000,210.00000,40.20000,0.66400,2,1
522,2,15.55400,801.41315,0.74600,28.24119,652.80396,652.80396,0.36000,20.11695,1.98400,188.10001,192.60001,199.00000,204.80000,209.80000,40.20000,0.66600,2,1
523,2,15.53400,801.41315,0.85600,28.24119,659.02112,658.63251,0.36000,20.13733,2.00000,188.30000,193.00000,198.80000,204.80000,210.00000,40.20000,0.66200,2,1
524,2,15.49400,801.41315,0.79000,28.24119,656.10681,656.10681,0.36000,20.04049,2.01600,188.50000,193.10001,199.00000,205.00000,210.00000,40.50000,0.66200,2,1
525,2,15.39600,801.41315,0.84000,28.24119,660.08966,660.08966,0.36000,20.07617,2.01800,188.60001,193.30000,199.10001,205.00000,210.00000,40.50000,0.66600,2,1
526,2,15.55600,801.22870,0.69200,28.24119,659.99255,659.89539,0.36000,20.11695,2.01600,188.60001,193.30000,199.30000,205.00000,210.00000,40.50000,0.66000,2,1
527,2,15.53400,801.59760,0.77000,28.24119,651.92963,651.92963,0.36000,20.12204,1.98800,188.60001,193.50000,199.30000,205.00000,210.00000,40.70000,0.66000,2,1
528,2,15.49400,801.41315,0.74200,28.24119,660.67255,660.67255,0.36000,20.12204,1.98800,188.80000,193.60001,199.30000,205.00000,210.00000,40.70000,0.66400,2,1
529,2,15.39800,801.41315,0.88200,28.24119,652.70679,652.70679,0.36000,20.01501,1.99800,188.80000,193.60001,199.30000,205.00000,210.00000,40.90000,0.66400,2,1
530,2,15.55400,801.59760,0.94400,28.24119,661.06110,661.06110,0.36000,20.11185,2.00800,188.80000,193.80000,199.60001,205.00000,210.00000,40.70000,0.66800,2,0
531,2,15.53400,801.41315,0.69200,28.24119,654.74677,654.74677,0.36000,20.07107,2.01000,188.60001,193.80000,199.30000,205.10001,210.00000,40.90000,0.66600,2,1
532,2,15.49400,801.59760,0.94400,28.24119,642.70099,642.70099,0.36000,20.10675,1.98800,188.80000,194.10001,199.60001,205.00000,210.00000,40.90000,0.66600,2,1
533,2,15.39600,801.41315,0.77600,28.24119,640.85529,640.85529,0.36000,20.07617,1.98000,189.00000,194.30000,199.60001,205.00000,210.00000,41.00000,0.66200,2,1
534,2,15.55600,801.22870,0.77600,28.24119,647.07245,647.07245,0.36000,20.13733,1.98000,189.10001,194.60001,199.60001,205.00000,210.00000,41.00000,0.66200,2,1
535,2,15.53400,801.22870,0.75200,28.24119,639.88385,639.88385,0.36000,20.10675,1.98000,189.30000,194.60001,199.80000,205.00000,210.00000,41.20000,0.66800,2,1
536,2,15.49400,801.59760,0.95800,28.24119,640.56384,640.56384,0.36000,20.12204,1.96200,189.10001,194.60001,199.80000,205.00000,210.00000,41.20000,0.66200,2,1
537,2,15.39600,801.59760,1.00400,28.24119,635.60956,635.60956,0.36000,20.09146,1.97000,189.10001,194.60001,199.60001,205.00000,210.00000,41.20000,0.66400,2,0
538,2,15.55600,801.41315,0.90000,28.24119,632.98669,632.98669,0.36000,20.13224,1.98000,189.30000,194.60001,199.60001,205.10001,210.00000,41.20000,0.66400,2,1
539,2,15.53400,801.59760,1.05400,28.24119,638.62097,638.32953,0.36000,20.10675,1.97200,189.30000,194.60001,199.80000,205.00000,210.00000,41.20000,0.66400,2,0
540,2,15.49400,801.59760,0.86000,28.24119,633.18097,633.18097,0.36000,20.11695,1.98400,189.50000,194.60001,200.00000,205.00000,210.00000,41.40000,0.66600,2,0
541,2,15.39600,801.59760,0.94600,28.24119,635.80383,635.70667,0.36000,20.09656,1.97800,189.50000,194.60001,199.80000,205.00000,210.00000,41.50000,0.66200,2,1
542,2,15.55800,801.59760,1.05200,28.24119,633.08380,633.08380,0.36000,20.11695,1.97400,189.50000,194.60001,199.60001,205.00000,209.80000,41.40000,0.66600,2,0
543,2,15.53400,801.59760,0.74600,28.24119,636.77527,636.67810,0.36000,20.11185,1.98800,189.60001,194.60001,199.80000,205.00000,209.80000,41.50000,0.66600,2,0
544,2,15.49400,801.22870,0.75000,28.24119,629.10095,629.10095,0.36000,20.05069,1.97400,189.60001,194.60001,199.80000,205.00000,209.80000,41.50000,0.66200,2,0
545,2,15.39600,801.59760,1.07600,28.24119,632.79236,632.79236,0.36000,20.06088,1.98800,189.60001,194.60001,199.80000,205.00000,209.80000,41.70000,0.66400,2,1
546,2,15.55600,801.41315,1.00600,28.24119,633.37524,633.37524,0.36000,20.13733,1.98600,189.80000,194.60001,199.80000,205.00000,209.80000,41.70000,0.66200,2,0
547,2,15.53400,801.78204,0.84400,28.24119,634.05524,634.05524,0.36000,20.11695,1.96600,190.00000,194.80000,199.80000,204.80000,209.80000,41.70000,0.67000,2,1
548,2,15.49200,801.41315,1.07200,28.24119,631.62665,631.62665,0.36000,20.07107,1.98000,190.00000,194.60001,199.80000,205.00000,209.80000,41.90000,0.66400,2,0
549,2,15.39600,801.41315,1.02400,28.24119,635.80383,635.80383,0.36000,20.05578,1.98800,190.00000,194.60001,200.00000,205.00000,209.80000,41.90000,0.66200,2,0
550,2,15.55600,801.41315,1.07800,28.24119,641.92389,641.92389,0.36000,20.06088,1.99600,190.00000,194.50000,200.10001,205.00000,209.80000,42.00000,0.66800,2,0
551,2,15.53400,801.04431,0.90200,28.24119,632.01526,632.01526,0.36000,19.99462,1.97200,190.00000,194.30000,200.10001,205.10001,209.80000,42.00000,0.66400,2,0
552,2,15.49400,801.22870,0.84000,28.24119,646.78101,646.78101,0.36000,20.04049,1.99200,190.00000,194.60001,200.10001,205.00000,209.80000,42.00000,0.66200,2,0
553,2,15.39600,801.04431,0.84600,28.24119,650.66675,650.66675,0.36000,20.09146,1.99400,190.10001,194.80000,200.00000,205.00000,209.80000,42.00000,0.66000,2,0
554,2,15.55600,801.04431,1.17600,28.24119,646.48962,646.48962,0.36000,20.03030,1.97600,190.10001,194.60001,199.80000,205.00000,209.80000,42.20000,0.66400,2,0
555,2,15.53200,801.22870,1.03600,28.24119,644.64386,644.64386,0.36000,20.06598,1.97000,190.00000,195.00000,199.80000,204.80000,209.80000,42.20000,0.66600,2,0
556,2,15.49400,801.04431,0.74600,28.24119,637.84381,636.77527,0.36000,20.07617,1.99000,190.00000,195.10001,199.60001,204.80000,209.80000,42.20000,0.66800,2,1
557,2,15.39600,801.04431,0.83600,28.24119,646.48962,646.48962,0.36000,20.07617,1.97800,190.00000,194.80000,199.60001,204.80000,209.80000,42.40000,0.66400,2,0
558,2,15.55600,801.04431,0.83200,28.24119,636.87238,636.87238,0.36000,20.07107,1.96400,189.80000,194.80000,199.80000,205.00000,209.80000,42.20000,0.66600,2,1
559,2,15.53400,801.04431,0.94800,28.24119,649.11249,649.11249,0.36000,20.06598,1.98400,190.00000,194.80000,199.80000,205.00000,209.80000,42.50000,0.66000,2,1
560,2,15.49400,801.04431,0.98200,28.24119,640.36957,640.36957,0.36000,20.05578,1.99400,190.00000,194.80000,199.80000,205.10001,209.80000,42.50000,0.66000,2,0
561,2,15.39800,800.85986,0.92400,28.24119,635.31812,635.31812,0.36000,20.05069,1.97800,190.00000,194.60001,199.80000,205.00000,209.80000,42.50000,0.66200,2,1
562,2,15.55600,800.67542,1.06400,28.24119,648.52960,648.52960,0.36000,20.10675,1.97200,190.10001,194.60001,199.80000,205.00000,209.80000,42.50000,0.66200,2,1
563,2,15.53400,800.85986,0.79600,28.24119,639.68958,639.68958,0.36000,20.06088,1.96400,190.00000,194.80000,200.00000,205.00000,209.80000,42.70000,0.66400,2,0
564,2,15.49400,800.85986,0.93600,28.24119,643.38104,643.38104,0.36000,20.07617,1.98600,190.10001,194.80000,199.80000,205.00000,209.80000,42.70000,0.66000,2,1
565,2,15.39600,800.85986,0.86600,28.24119,645.80957,645.80957,0.36000,20.07107,1.97600,190.00000,195.00000,199.80000,204.80000,209.80000,42.70000,0.66400,2,0
566,2,15.55600,800.67542,0.79200,28.24119,644.93530,644.93530,0.36000,20.02011,1.98200,190.00000,195.00000,200.00000,205.00000,209.80000,42.70000,0.66200,2,1
567,2,15.53400,800.67542,0.88400,28.24119,639.30096,639.30096,0.36000,20.02520,1.97000,190.10001,195.10001,200.00000,205.00000,209.80000,42.90000,0.66200,2,1
568,2,15.49400,800.67542,1.22200,28.24119,648.14105,648.14105,0.36000,20.04049,1.99400,190.10001,195.00000,200.10001,205.00000,209.80000,42.90000,0.66200,2,0
569,2,15.39600,800.85986,1.09000,28.24119,642.11816,642.11816,0.36000,20.02011,1.98800,190.10001,194.80000,200.10001,205.00000,209.80000,43.00000,0.66600,2,0
570,2,15.55600,800.67542,0.92200,28.24119,637.16382,637.06671,0.36000,20.00991,1.98400,190.10001,194.80000,200.00000,205.00000,209.80000,42.90000,0.66200,2,1
571,2,15.53400,800.85986,1.08800,28.24119,646.39246,646.39246,0.36000,20.03030,2.00200,190.10001,195.00000,200.00000,205.00000,210.00000,43.00000,0.66200,2,0
572,2,15.49400,800.85986,0.97600,28.24119,641.34100,641.34100,0.36000,20.07617,1.99200,190.10001,195.10001,200.10001,205.00000,210.00000,43.00000,0.66800,2,0
573,2,15.39600,800.49097,0.82800,28.24119,641.72955,641.72955,0.36000,20.07617,1.98800,190.10001,195.00000,199.80000,205.00000,210.00000,43.20000,0.66200,2,1
574,2,15.55600,800.85986,1.07600,28.24119,649.50104,649.50104,0.36000,20.07617,2.00000,190.10001,194.80000,200.10001,205.00000,210.00000,43.20000,0.66200,2,1
575,2,15.53400,800.49097,0.87600,28.24119,646.68390,646.68390,0.36000,20.01501,1.99600,190.00000,194.80000,200.10001,205.00000,210.00000,43.00000,0.66000,2,1
576,2,15.49200,800.67542,1.13200,28.24119,644.93530,644.93530,0.36000,20.03030,2.01000,190.10001,194.80000,200.10001,205.00000,210.00000,43.20000,0.66200,2,1
577,2,15.39600,800.49097,0.90200,28.24119,646.68390,646.68390,0.36000,20.04049,2.00200,190.00000,194.60001,199.80000,205.00000,210.00000,43.20000,0.66400,2,0
578,2,15.55600,800.30652,0.88000,28.24119,647.07245,647.07245,0.36000,20.08636,1.98000,189.80000,194.60001,199.80000,205.00000,210.00000,43.50000,0.66200,2,0
579,2,15.53400,800.30652,0.94600,28.24119,660.28400,660.28400,0.36000,20.05578,1.99600,189.80000,194.80000,199.60001,205.00000,209.80000,43.50000,0.66200,2,1
580,2,15.49400,800.85986,1.20600,28.24119,659.99255,659.99255,0.36000,20.07617,1.98200,190.00000,195.10001,199.80000,204.80000,209.80000,43.40000,0.66400,2,1
581,2,15.39600,800.49097,0.86600,28.24119,656.88397,656.88397,0.36000,20.10165,1.99600,190.00000,195.10001,199.80000,204.80000,209.80000,43.50000,0.66200,2,1
582,2,15.55800,800.49097,0.86600,28.24119,650.76392,650.76392,0.36000,20.08127,1.95800,190.00000,195.30000,200.00000,205.00000,209.80000,43.50000,0.66200,2,0
583,2,15.53400,800.49097,0.86200,28.24119,660.96399,660.96399,0.36000,20.07107,1.99800,189.80000,195.30000,200.10001,205.00000,209.80000,43.70000,0.66600,2,0
584,2,15.49200,800.49097,0.86400,28.24119,641.72955,641.43817,0.36000,20.10165,1.97600,189.80000,195.10001,200.00000,205.00000,209.80000,43.70000,0.66200,2,0
585,2,15.39600,800.67542,0.88200,28.24119,639.20386,639.20386,0.36000,20.06598,1.97600,189.80000,195.30000,200.10001,205.00000,209.80000,43.70000,0.66400,2,0
586,2,15.55600,800.30652,0.92200,28.24119,648.91821,648.91821,0.36000,20.10675,1.97200,189.80000,195.30000,200.00000,205.10001,210.00000,43.90000,0.66600,2,0
587,2,15.53400,800.67542,0.93400,28.24119,646.00391,646.00391,0.36000,20.06598,1.99000,189.60001,195.10001,200.10001,205.00000,209.80000,43.90000,0.66200,2,0
588,2,15.49400,800.67542,1.18800,28.24119,633.95807,633.95807,0.36000,20.13224,1.96000,189.80000,194.80000,200.00000,205.00000,209.80000,43.90000,0.66200,2,0
589,2,15.39600,800.49097,0.81400,28.24119,633.66669,633.66669,0.36000,20.08636,1.96000,189.80000,194.80000,200.00000,205.00000,209.80000,43.70000,0.66400,2,1
590,2,15.55600,800.30652,0.90000,28.24119,641.53528,641.53528,0.36000,20.09656,1.96200,189.80000,194.60001,199.80000,204.80000,209.80000,44.00000,0.66400,2,1
591,2,15.53200,800.49097,0.83600,28.24119,637.94098,637.94098,0.36000,20.07617,1.96400,189.80000,194.50000,200.00000,204.80000,209.80000,43.90000,0.66600,2,0
592,2,15.49400,800.30652,0.82800,28.24119,639.98102,639.98102,0.36000,20.04049,1.97600,190.00000,194.80000,200.10001,204.80000,209.80000,44.00000,0.66200,2,0
593,2,15.39600,800.49097,0.84200,28.24119,650.76392,650.76392,0.36000,19.98443,1.99800,190.00000,194.60001,200.10001,205.00000,209.80000,44.00000,0.66400,2,1
594,2,15.55800,800.49097,0.88000,28.24119,643.28387,643.28387,0.36000,19.98953,1.99200,190.10001,194.60001,200.00000,205.00000,209.80000,44.00000,0.66400,2,0
595,2,15.53400,800.49097,0.83200,28.24119,645.71246,645.71246,0.36000,20.08127,1.98200,190.10001,194.60001,200.00000,205.10001,209.80000,44.00000,0.66200,2,1
596,2,15.49400,800.49097,0.95800,28.24119,655.42682,655.42682,0.36000,20.03540,1.97200,190.10001,194.80000,200.00000,205.00000,209.80000,44.00000,0.66600,2,1
597,2,15.39600,800.67542,1.34400,28.24119,662.90686,662.90686,0.36000,20.04049,1.98800,190.00000,195.10001,200.00000,205.00000,209.80000,44.00000,0.66600,2,0
598,2,15.55800,800.30652,0.84400,28.24119,664.84973,664.84973,0.36000,20.02520,1.99000,190.00000,195.00000,199.80000,205.00000,210.00000,44.00000,0.66200,2,0
599,2,15.53400,800.30652,0.83400,28.24119,657.66107,657.66107,0.36000,20.05578,1.97800,190.00000,195.10001,199.80000,204.80000,210.00000,44.00000,0.66200,2,1
600,2,15.49400,800.49097,1.08800,28.24119,663.78113,663.78113,0.36000,20.05069,1.98600,190.00000,195.10001,199.80000,204.80000,209.80000,44.00000,0.66800,2,1
601,2,15.39600,800.30652,0.89600,28.24119,656.10681,656.10681,0.36000,20.00482,1.97800,190.10001,194.80000,199.80000,204.80000,209.80000,44.20000,0.66600,2,1
602,2,15.55600,800.30652,1.10400,28.24119,673.20404,673.20404,0.36000,20.04559,1.99600,189.80000,194.80000,199.80000,205.00000,209.80000,44.20000,0.66600,2,0
603,2,15.53400,800.30652,1.08600,28.24119,666.11255,666.11255,0.36000,20.08636,1.98400,190.00000,195.00000,199.60001,205.00000,209.80000,44.20000,0.66600,2,1
604,2,15.49400,800.49097,1.05200,28.24119,660.08966,660.08966,0.36000,19.98953,1.98600,190.00000,195.10001,199.80000,205.00000,209.80000,44.20000,0.66600,2,1
605,2,15.39600,800.30652,0.97000,28.24119,665.62683,665.62683,0.36000,20.07617,2.00400,189.80000,195.10001,200.10001,205.00000,209.80000,44.20000,0.66400,2,1
606,2,15.55600,800.30652,1.09600,28.24119,675.24408,675.24408,0.36000,20.06088,1.98400,189.80000,195.10001,200.00000,205.00000,209.80000,44.20000,0.66800,2,1
607,2,15.53400,800.30652,1.18400,28.24119,672.03833,672.03833,0.36000,20.08127,1.98600,189.60001,195.10001,200.10001,204.80000,209.80000,44.40000,0.66200,2,1
